text,label
you need to do abit of a research before you eat it. the food you've bought doesn't look authentic. look more like penang food overseas sold to tourist version. pls eat the correct food in malaysia. nasi lemak's rice cant be blue.,0
like there up to no good 3:38,0
who is from malaysia,1
laksa is not sower,0
bro that not ansi lemak it’s nasi rabu,0
i i'm malaysia,1
bro is not setai is satey but love your video and my favourite is penang asam laksa ps: i am also from malaysia so yeah,2
beef rendang preferred eat with sticky rice..,1
bro why tf u eating rice with a fork 😭😭,0
bro if you eat nasi lemak you need to use your hand,1
“i ate food in a different country for a whole day” don’t we all my friend,0
is nasi lemak not lazi lemak peneang assam laksa u got it right 🎉🎉beef rendang sadly u got it wrong 😢 char kway teow is a chinese food in malaysia.and char kway teow in chinese is 炒粿条is satay not setay😢,0
bro..makan pakai tangan..use your hand tu eat bro..,1
"i love how he's pronouncing the names, its hillarious",2
im malaysian. says suka nasi lemak!,1
i ma on m malaysia to,1
"man, i love suhthigh as well",2
asam means sour in malay,1
i’m from malaysia and u pronounced nasi lemak and a a lot of diffrent food names nasi lemak,1
do you drink milo?,1
hey do you use a fork to eat nasi lemak?,1
malaysians eat with fork and spoon and our right hand,1
"as a malaysian, i just gotta say all these dishes taste are kinda based on the seller itself as different states have different tastes.. like for example some parts in kuala lumpur, the nasi lemak sambal is a bit more sweet than spicy.. and assam laksa in johor is spicy while authentic assam laksa from penang is a bit more sweet and savory and not that spicy as they add more of a thing called ""har ko"" (prawn paste).. same with char koey teow penang is more famous and nicer with the wok hey ( charcoal fried kuey teow )since we have 3 main ethnicities.. chinese, malay and indianmalay and indian like more spicy spicy food like cili padi and sambal while chinese like spicy but not that spicy with a mix of either sour/sweet or sometimes even salty",0
thanks for visiting malaysia..i live there yu should tried tradisional snack to!,2
sa ta 😂,1
dude really eating nasi lemak with a fork..(im malaysian btw),0
kinda got a little affected cuz he ate nasi lemak with a fork while in malaysia we normally eat with our hand,0
"you should definitely eats everything in malaysia, it will taste even more delicious. and maybe you're going to make it 9/10 when you really eat it here. anyways, love the video! ❤",2
ngl u don't how to say malaysian food very good (i'm malaysian),0
why bro using a fork to eat rice,0
use you hands bro,1
0:20 i already regret him saying the word😭,0
use a spoon when eating rice,1
you should try ramly burger is very good burger freis nugget,2
bro just said nazi lemak,0
dam who’s under that table…~,1
who the hell eat rice in malaysia using fork,0
i love your shirt. really2x,2
bro my country is malaysia i can speak malay aku suka makanan yang kamu makan dan saya suka channel kamu (i like tbe food your eating and i like your channel),2
char kway teow is chinese malaysian dish btw your suppose to use chopsticks,1
please we malaysian use hand pls,1
we eat nasi lemak with hand,1
use a spoon,1
i live in malaysia i eating food right now,1
im malaysia! 🇲🇾is good rightnasi lemak is goodand is laksaand do you know malaysia madani is a song🎉🎉,2
terima kasi telah beli makana di malaysia,1
i think he said nasi lemak the wrong way cuz..did he say n*zi lemak?!-,0
english :thank you for trying malaysian food. malay :terima kasih kerana mencuba makanan malaysia🇲🇾,2
haiyaa why eat nasi lemak with fork when you can just use your hands also i'm from malaysia🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾,1
thank you for eat our country food😊😊❤,2
"even as malaysian.. the penang asam laksa wasnt to my liking either.,. that satay was so big,, it's like 2 portion per stick.. 😂😂",0
"top 5 most favourite malaysian food : 1st) roti canai (actually this is originated from south india). 2nd place : char koay teow (it was created by chinese immigrants) 3rd place : nasi lemak(it was originally a traditional malay farmer’s meal,), 4th : laksa (fusion of chinese and malay), 5th : sate(originated from indonesia)",1
thats a nasi lemak not naz- lemak,1
tysm for enjoying malaysian food btw its kueh tiao idk:3,2
tanggal 31 bulan lapan lima puluh tujuh,1
i think bro got the wrong flag that's indonesian flag.😅😅,0
"0:25 there's not ""nasi lemak"" but there's name ""nasi kerabu""",1
oh i have a pizza so i am eating with you rn,1
0:53 use spoon lah😂😭,1
"bro, this is not great. this is not we cook we’re not cooked like this. we cook really good and special very good very nice.",0
we have a lot of i a lot of them very good stuff when i taste these stuff,2
"malaysia, malaysia, malaysia i’m live in malaysia",1
bro just give 4/10 to my favourite food,2
im from malaysia too hope u enjoy our country food its amazing ain it i hope u enjoy it 😛😛,2
assam laksa is sour spicy fish broth with bouncy rice noodles,1
bro really eat nasi lemak with fork☠️🤣,0
thanks for making this video,2
you picked the spicy type of laksa lol.. laksa penang is for people who loves spicy food.. for laksa just the ordinary white laksa is better for mukbang.. it uses coconut milk in the soup..,1
why do white people eat everything with fork?,0
as a malaysian-raised american i hope you like our foods 😊,2
bagus lah mak saleh ni makan makanan malaysia,2
hell nah you use fork to eat nasi kerabu,0
as a malaysian citizen of kl this is approved 👍,2
hello bro i from malaysia,1
