comment,label
"Masha Allah, I really enjoy Malaysian food. How does it taste? I enjoyed it until I started sweating. Thank you for coming to my city, Malaysia..☺️☺️",2
The only YouTuber who never gives bad comments even though the food isn't delicious is at Tanboykun 👍,0
delicious food 😂,1
if in malaysia the food is better in penang island,1
"At the Indian restaurant, I ordered beef jerky",1
Didn't you come with the Nasi Kandar helicopter?,1
try ganja rice if you are in malaysia..,1
"This restaurant is quite far from the city center, but near Bukit Jalil Stadium",1
"if you come far away but go to mamak's shop, it's not worth it.. that's not Malay traditional cuisine.. try kerabu rice, belauk rice, laksam or laksa next time.",1
I just saw Tanboy Kun eating that deliciously. Malaysian food is really good,2
just like she prefers to eat with kosng hands 👍👍,2
Chicken rice is my favorite in Malaysia..,1
"BTW, that's modern nasi lemak.. the original is ""rice, beans, ikan bilis, chili sauce, cucumber, egg""",1
"BTW, that's modern nasi lemak... the original is ""rice, beans, ikan bilis, beans""",1
"Bro, try eating meatballs in Malang which have prizes if you really eat a lot",1
"It's really nice to eat with my uncle there, I've been!",2
Eating is enjoyed 😆 when you eat don't chatter bro 😁 you're really gacor bro 🤣 a bushel x yah 😆😆,2
"Fried cuttlefish in Malaysia is the champion, what's a bit lacking is the pickled cucumber, at KFC there they also get it",0
"The K3 food in Sarawak is called chicken rice, it's easy to make, bro, you can do it at home too",1
"If an Indian sells in Indonesia, they will immediately create weird, weird content 😂",1
tan boy kun there are many more tasty and delicious Malaysian food..,2
"I don't know how my grandmother made it, that's a lot of curry spices mixed in like that🤢",0
"as indonesian, malaysian food are the best",2
go to sarawak sabah try the traditional food bang tanboykun,1
"If you are Muslim, it is better to avoid eating in non-Islamic restaurants.",1
"not yet cobe lamsenk, same red chicken",1
"Bro, the squid doesn't taste like plastic, it tastes like squid bones🗿",1
"Malaysia always has very good food, greetings from Indonesia.",2
bro come to muar johor malaysia eat spicy rice rice mee bandung muar.,1
"Yes, it's not plastic, bro... it's cuttlefish bone",1
"My brother is from Malaysia, try to eat the food of Johor people in Malaysia😅",1
"Back when I was working in Malaysia, breakfast was always nasi lemak with a friend who had more rice than the rice",1
Teh Tarik 🍵,1
why do you eat kdai... it's halal... if mamak's shop is ok...😂,1
"Indonesian food is delicious bro, I love Indonesian food bro",2
rice cage 22.55,1
Eaters don't know that squid or cuttlefish have bones that look like plastic 😂😂,1
"Mr. try nasi dagang on the toll, terengganu. Malaysia",1
did he call that milo ice as teh tarik?😂,1
"Wow, I want to go to Kuala Lumpur on holiday again... for me it's really out of my mind... the food that is typical of Malaysia is delicious and varied",2
the chicken rice is chicken and the soy sauce should be sprinkled with sambal on top. it does not need to be mixed directly with the rice so that it does not taste salty. the soup is also taken a little bit for each bite,1
is that nasi lemak or nasi padang?,1
"philippine love sweetindonesia love spicythailand love soup based foodmalaysia: no objections, food is food.",2
Delicious Malaysian culinary delights from the north and Negri 9 Minang derivatives.,1
Try McD's Nasi Lemak bro,1
"Nasi Kandar is an authentic Indonesian dish that was discovered or made by native Indonesians who migrated to Malaysia. The original inventor of this food came from the Bugis land of Sulawesi, whose name was Daeng Iskandar. The Bugis people have been known to migrate since ancient times using the most famous and most luxurious ship in the world at that time, namely the Pinisi ship which was world famous in its time. no debate😊",1
"when it comes to Indian food, skip😬 just watching Malaysian food",1
Indian place to eat awt oii 😅 oh my god,1
"Bendi rice behind my house, it's best if you have the luck to find it, bro haha",2
delicious like malaysian food 😋,2
"eat at an Indian restaurant, make sure it's halal.",1
So I want to go to Malaysia and try the food there,1
"I'm sorry I didn't get to try something like this when I went to Malaysia, instead I ate Chinese food at the market.",0
"invite you to come and stop by twincafe88 in Puteri Gunung, Pinang Island .. there are 14 types of appetizing soup ..",1
"miss Indonesian Nasi Padang in Bandung 😭😭, last went there in 2019 😭😭",0
come to malaysia again ❤ you can try nasi dagang,2
"but the nasi lemak is really good😘😘 the seasoning is special and thick.. work experience in Malaysia, I really like nasi lemak and karipa the most❤",2
"""Like real cuttlefish"" 😑😑 Yes, that's Bambang's sottong egg",0
"Great, bro, the rice kandar is smooth",1
"How come there isn't a ""first bite for you"" template, I'll be waiting 😢😢",0
The uduk rice doesn't have enough crackers so it looks like it doesn't have enough uduk rice without crackers hahaha,0
25:10 That's the best reaction I've ever seen Tanboy Sensei hahaha enjoy u eating bro I hope you're always healthy aminn,2
"Fuck, damn thief, everyone wants to claim it, just call it Nasi Uduk, even though it's just subtracting a few side dishes, you bastard, you can just claim it, even if you have prindavan🤣🤣it's indeed Malingsial Maladesh.",0
"then try to eat Minang cuisine from the state of Sembilan, or Melaka, village food, in Kuala Lumpur there are a lot of mamak curries like that, then try the food from the state of Sembilan and Melaka, tanboy",1
malaysia tour bro. Every state in Malaysia has its own iconic food,1
"bro, how else is nasi kandar delicious or nasi Padang?",1
"I want to try the original nasi kandar, it's definitely richer in spices 🤤🤤",2
Indonesian special food is nasi kandar,1
"Wow, it's crazy when you talk about Indian cuisine, it makes you drool :(",0
"Didn't stop by Sis Ros' house, bro, stopped by to eat Upon and Ipin's fried chicken",1
I tried Nasi Lemak like Nasi Padang,1
Is Indian food really on your tongue?,1
if the nasi uduk has a history related to wali songo.. if the nasi lemak..never mind,1
I'm a bit less confident about eating in a non-Muslim Indian restaurant. because their selection of chickens may not be according to the slaughtering method of Muslims.,0
